CID,Compound_Name,SMILES,Flavor_Description,Source
92014020,"1,1-dioxo-1,2-benzothiazol-3-one;mercury(2+)",C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Hg+2],sweet,FlavorDB
92014877,"strontium;[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N.[Sr+2],sweet,FlavorDB
92015157,"cobalt(2+);1,1-dioxo-1,2-benzothiazol-3-one",C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Co+2],sweet,FlavorDB
92015177,"[(2R,5R)-2-(6-aminopurin-9-yl)-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate;iron(2+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)CO)O)OP(=O)(O)O)N.[Fe+2],sweet,FlavorDB
92015178,"[(2R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate;iron(2+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)CO)OP(=O)(O)O)O)N.[Fe+2],sweet,FlavorDB
92015181,"[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;iron(2+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N.[Fe+2],sweet,FlavorDB
92017234,"(NZ)-N-[[5-(methoxymethyl)cyclohexa-1,4-dien-1-yl]methylidene]hydroxylamine",COCC1=CCC=C(C1)/C=N\O,sweet,FlavorDB
92020468,"1,1-dioxo-1,2-benzothiazol-3-one;lead(2+);hydrate",C1=CC=C2C(=C1)C(=O)NS2(=O)=O.O.[Pb+2],sweet,FlavorDB
92021207,tetralithium;[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonatooxyoxolan-2-yl]methoxysulfonyl phosphate,[Li+].[Li+].[Li+].[Li+].C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COS(=O)(=O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)N,sweet,FlavorDB
92021208,[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxysulfonyl dihydrogen phosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COS(=O)(=O)OP(=O)(O)O)OP(=O)(O)O)O)N,sweet,FlavorDB
92021211,"lithium;[5-[6-amino-8-(6-aminohexylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",[Li+].C1=NC(=C2C(=N1)N(C(=N2)NCCCCCCN)C3C(C(C(O3)COP(=O)(O)O)O)O)N,sweet,FlavorDB
92021213,"sodium;[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl sulfo hydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N.[Na+],sweet,FlavorDB
92021223,"trisodium;[[5-(6-amino-8-azidopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] phosphate",C1=NC(=C2C(=N1)N(C(=N2)N=[N+]=[N-])C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Na+].[Na+].[Na+],sweet,FlavorDB
92021224,"[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate;1-hydroxyethylazanium",CC([NH3+])O.CC([NH3+])O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,sweet,FlavorDB
92021245,azanium;[5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-yl] phosphate,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)OP(=O)([O-])[O-].[NH4+],sweet,FlavorDB
92021252,disodium;[5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-yl] phosphate,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)OP(=O)([O-])[O-].[Na+].[Na+],sweet,FlavorDB
92021253,sodium;[5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-yl] phosphate,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)OP(=O)([O-])[O-].[Na+],sweet,FlavorDB
92021284,"magnesium;[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [hydroxy(phosphonooxy)phosphoryl] hydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Mg+2],sweet,FlavorDB
92021328,sodium;[2-(6-aminopurin-9-yl)-4-hydroxy-5-(phosphonooxymethyl)oxolan-3-yl] dihydrogen phosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)OP(=O)(O)O)N.[Na+],sweet,FlavorDB
92021334,tetralithium;[5-(6-aminopurin-9-yl)-4-hydroxy-2-[[oxido(sulfonatooxy)phosphoryl]oxymethyl]oxolan-3-yl] phosphate;hydrate,[Li+].[Li+].[Li+].[Li+].C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OS(=O)(=O)[O-])OP(=O)([O-])[O-])O)N.O,sweet,FlavorDB
92021349,"diazanium;[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N.[NH4+].[NH4+],sweet,FlavorDB
92021378,"[(2R,3S,5R)-5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-yl]oxy-oxido-oxophosphanium",C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O[P+](=O)[O-],sweet,FlavorDB
92021462,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate;iron(3+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[Fe+3],sweet,FlavorDB
92021511,"sodium;[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N.[Na+],sweet,FlavorDB
92021543,"disodium;[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate;dihydrate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.O.O.[Na+].[Na+],sweet,FlavorDB
92021550,"[(2R,5R)-5-[6-(dimethylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",CN(C)C1=NC=NC2=C1N=CN2[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O,sweet,FlavorDB
92021586,"[(2R,5R)-5-(6-amino-2,8-diazidopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C([C@@H]1C(C([C@@H](O1)N2C3=NC(=NC(=C3N=C2N=[N+]=[N-])N)N=[N+]=[N-])O)O)OP(=O)(O)O,sweet,FlavorDB
92021587,"[(2R,3S,4R,5R)-5-(6-amino-2,8-diazidopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=NC(=NC(=C3N=C2N=[N+]=[N-])N)N=[N+]=[N-])O)O)O[P+](=O)[O-],sweet,FlavorDB
92021662,sodium;[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O.[Na+],sweet,FlavorDB
92021686,,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Ca],sweet,FlavorDB
92021738,"sodium;N-[9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-6-yl]-ethoxyphosphonamidic acid",CCOP(=O)(NC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O.[Na+],sweet,FlavorDB
92021749,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate;nickel(2+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Ni+2],sweet,FlavorDB
92021753,2-aminoadenosine 5'-thiophosphoric acid,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=S)(O)O)O)O)N)N,sweet,FlavorDB
92021754,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate;cobalt(2+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Co+2],sweet,FlavorDB
92021792,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-methoxyoxolan-2-yl]methyl phosphono hydrogen phosphate",CO[C@@H]1[C@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O,sweet,FlavorDB
92021794,"[(2R,3S,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate;hydrate",C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O.O,sweet,FlavorDB
92021796,"trisodium;[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Na+].[Na+].[Na+],sweet,FlavorDB
92021812,"[(2R,3S,4R,5R)-5-(6-amino-2-chloropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P+](=O)[O-])O)O)Cl)N,sweet,FlavorDB
92021831,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)OP(=O)(O)O)N,sweet,FlavorDB
92021836,"[(2R,5R)-5-(6-amino-8-bromopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate",C1=NC(=C2C(=N1)N(C(=N2)Br)[C@H]3C(C([C@H](O3)CO)OP(=O)(O)O)O)N,sweet,FlavorDB
92021920,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-methoxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",CO[C@@H]1[C@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,sweet,FlavorDB
92021951,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate;iron(3+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Fe+3],sweet,FlavorDB
92021980,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate;chromium(3+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[Cr+3],sweet,FlavorDB
92021997,"[(2R,5R)-5-[6-amino-8-(2-hydroxypropan-2-yl)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",CC(C)(C1=NC2=C(N=CN=C2N1[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N)O,sweet,FlavorDB
92022033,"[(2R,5R)-5-(6-amino-2-methylpurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",CC1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N,sweet,FlavorDB
92022042,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate;barium(2+)",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[Ba+2].[Ba+2].[Ba+2],sweet,FlavorDB
92022058,"[(2R,5R)-3,4-dihydroxy-5-[6-(methylamino)purin-9-yl]oxolan-2-yl]methyl dihydrogen phosphate",CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O,sweet,FlavorDB
92022078,"[(2R,5R)-5-(2,6-diaminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1[C@@H](O[C@@H](C1O)COP(=O)(O)O)N2C=NC3=C(N=C(N=C32)N)N,sweet,FlavorDB
92022082,"[(2R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-(phosphonooxymethyl)oxolan-3-yl]oxy-oxido-oxophosphanium",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O[P+](=O)[O-])O)N,sweet,FlavorDB
92022138,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]oxy-butyl-oxophosphanium",CCCC[P+](=O)O[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO,sweet,FlavorDB
92022148,"[(2R,5R)-3-hydroxy-5-[6-(methylamino)purin-9-yl]oxolan-2-yl]methyl dihydrogen phosphate",CNC1=C2C(=NC=N1)N(C=N2)[C@H]3CC([C@H](O3)COP(=O)(O)O)O,sweet,FlavorDB
92022194,"[(2R,5R)-5-[6-amino-8-(2-aminoethylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C(=N2)NCCN)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N,sweet,FlavorDB
92022195,"[(2R,5R)-5-[6-amino-8-[(3-amino-2-hydroxypropyl)amino]purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C(=N2)NCC(CN)O)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N,sweet,FlavorDB
92022225,"[(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-4-hydroxy-5-[[hydroxy-[hydroxy(phosphonooxy)phosphoryl]oxyphosphoryl]oxymethyl]oxolan-3-yl] [hydroxy(phosphonooxy)phosphoryl] hydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)N,sweet,FlavorDB
92022239,"[(2R,4R,5R)-4-amino-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H](C([C@H](O3)COP(=O)(O)O)O)N)N,sweet,FlavorDB
92022242,"[(2R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-methoxyoxolan-2-yl]methyl dihydrogen phosphate",COC1[C@H](O[C@H](C1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O,sweet,FlavorDB
92022250,"[(2R,5R)-5-[6-(2-aminoethylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)NCCN,sweet,FlavorDB
92022263,"[(2R,4R,5R)-5-(6-aminopurin-9-yl)-4-azido-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H](C([C@H](O3)COP(=O)(O)O)O)N=[N+]=[N-])N,sweet,FlavorDB
92022281,"[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;barium(2+);heptahydrate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N.O.O.O.O.O.O.O.[Ba+2],sweet,FlavorDB
92022283,"sodium;[(2R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)CO)OP(=O)(O)O)O)N.[Na+],sweet,FlavorDB
92022286,"sodium;[(2R,5R)-5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate",C1[C@@H](O[C@@H](C1OP(=O)(O)O)CO)N2C=NC3=C(N=CN=C32)N.[Na+],sweet,FlavorDB
92022287,"sodium;[(2R,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1[C@@H](O[C@@H](C1O)COP(=O)(O)O)N2C=NC3=C(N=CN=C32)N.[Na+],sweet,FlavorDB
92022288,schembl16208897,C1[C@@H](O[C@@H](C1O)COP(=O)(O)O)N2C3=NC=NC(=C3N=C2Br)N,sweet,FlavorDB
92022293,"[(2R,5R)-5-[6-amino-8-(methylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",CNC1=NC2=C(N=CN=C2N1[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N,sweet,FlavorDB
92022294,"[(2R,5R)-5-[6-amino-8-(dimethylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",CN(C)C1=NC2=C(N=CN=C2N1[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N,sweet,FlavorDB
92022348,"[(2R,5R)-5-[6-amino-8-(5-aminopentylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C(=N2)NCCCCCN)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N,sweet,FlavorDB
92022374,"disodium;(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(dihydroxyphosphinothioyloxymethyl)oxolane-3,4-diol",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=S)(O)O)O)O)N.[Na+].[Na+],sweet,FlavorDB
92022382,"azanium;[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [hydroxy(phosphonooxy)phosphoryl] hydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[NH4+],sweet,FlavorDB
92022406,"[(2S,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylselanylphosphonic acid",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)C[Se]P(=O)(O)O)O)O)N,sweet,FlavorDB
92022454,"[[(2R,3S,4R,5R)-5-[6-amino-8-(methylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",CNC1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,sweet,FlavorDB
92022456,"[(2R,3S,4R,5R)-5-(6,8-diaminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",C1=NC(=C2C(=N1)N(C(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,sweet,FlavorDB
92022490,"[(2R,3S,4R,5R)-5-(6-amino-2-propan-2-ylpurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",CC(C)C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,sweet,FlavorDB
92022513,"[(2R,5R)-5-(6-amino-8-bromopurin-9-yl)-4-hydroxy-2-(phosphonooxymethyl)oxolan-3-yl] dihydrogen phosphate",C1=NC(=C2C(=N1)N(C(=N2)Br)[C@H]3C(C([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N,sweet,FlavorDB
92022528,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-fluoro-3-hydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)CO[P+](=O)[O-])O)F)N,sweet,FlavorDB
92022534,8-(methoxy)-adenosine 5'-triphosphate,COC1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,sweet,FlavorDB
92022543,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate;chromium(3+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Cr+3],sweet,FlavorDB
92022553,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate;manganese(2+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[Mn+2],sweet,FlavorDB
92022554,"copper;[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[Cu+2],sweet,FlavorDB
92022564,"dicalcium;[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Ca+2].[Ca+2],sweet,FlavorDB
92022571,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate;cadmium(2+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Cd+2],sweet,FlavorDB
92022584,"potassium;[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate;dihydrate",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.O.O.[K+],sweet,FlavorDB
92022588,"[(2R,3S,4R,5R)-5-(6-amino-2-azidopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P+](=O)[O-])O)O)N=[N+]=[N-])N,sweet,FlavorDB
92022591,"disodium;[(2R,5R)-2-(6-aminopurin-9-yl)-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)CO)O)OP(=O)(O)O)N.[Na+].[Na+],sweet,FlavorDB
92022593,"[(2S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxyoxolan-2-yl]methoxy-oxido-oxophosphanium",C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO[P+](=O)[O-],sweet,FlavorDB
92022594,"magnesium;[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N.[Mg+2],sweet,FlavorDB
92022604,"magnesium;[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[Mg+2],sweet,FlavorDB
92022607,,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Al],sweet,FlavorDB
92022608,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate;terbium(3+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.[Tb+3],sweet,FlavorDB
92022610,"magnesium;[(2R,3S,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O.[Mg+2],sweet,FlavorDB
92022613,"disodium;[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-[[hydroxy(oxido)phosphoryl]methyl]phosphinate",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(CP(=O)(O)[O-])[O-])O)O)N.[Na+].[Na+],sweet,FlavorDB
